label,text,cleaned_text
positive,Finnish pharmaceuticals company Orion 's net sales rose to EUR 190mn in the first quarter of 2009 from EUR 180mn in the first quarter of 2008 .,finnish pharmaceut compani orion net sale rose eur mn first quarter eur mn first quarter
positive,"Finnish Ponsse has signed an agreement with Babcock Africa for the distribution and support of Ponsse forest machines , harvester heads , and information systems in South Africa .",finnish pons sign agreement babcock africa distribut support pons forest machin harvest head inform system south africa
positive,South African Sappi will become the largest foreign forest industry company operating in Finland as a result of the acquisition Finnish M-real Corporation 's Graphic Papers Business unit .,south african sappi becom largest foreign forest industri compani oper finland result acquisit finnish mreal corpor graphic paper busi unit
positive,According to Deputy MD Pekka Silvennoinen the aim is double turnover over the next three years .,accord deputi md pekka silvennoinen aim doubl turnov next three year
positive,"According to HKScan Finland , the plan is to increase J+Ærvi-Suomen Portti 's net sales to EUR 80mn to EUR 100mn .",accord hkscan finland plan increas jærvisuomen portti net sale eur mn eur mn
positive,"Advertising and circulation revenues grew by 3.4 % and by 0.4 % , respectively .",advertis circul revenu grew respect
positive,"After the takeover , Cramo will become the second largest rental services provider in the Latvian market .",takeov cramo becom second largest rental servic provid latvian market
positive,"Again , the most significant sales increase of 18.6 % was in Russia .",signific sale increas russia
positive,Alma Media expects its net sales to increase as forecast previously .,alma medium expect net sale increas forecast previous
positive,Also Lemmink+Æinen 's profit for accounting period went up to EUR 3.1 mn from EUR -24.5 mn a year ago .,also lemminkæinen profit account period went eur mn eur mn year ago
positive,"At the end of March 2007 , the group 's order book was at EUR 39.6 mn , up 42 % from the corresponding period in 2006 .",end march group order book eur mn correspond period
positive,"At the same time profit of the company increased by 10 % in H1 and reached Ls 79,000 .",time profit compani increas h reach l
neutral,Aviation Systems Maintenance is based in Kansas and generated net sales of USD 2.6 million for 2008 .,aviat system mainten base kansa generat net sale usd million
positive,"Besides we have increased the share of meat in various sausages and are offering a number of new tastes in the grill products and shish kebabs segment , '' Paavel said .",besid increas share meat various sausag offer number new tast grill product shish kebab segment paavel said
positive,"Both operating profit and net sales for the 12-month period increased , respectively from EUR10 .5 m and EUR28 .8 m , as compared to the financial year 2004 .",oper profit net sale month period increas respect eur eur compar financi year
positive,"Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 .",oper profit net sale month period increas respect eur eur compar financi year
positive,"Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 .",oper profit net sale month period increas respect eur eur compar
positive,"Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 .",oper profit net sale month period increas respect eur eur compar
positive,"Both operating profit and net sales for the nine-month period increased , respectively by 26.6 % and 3.4 % , as compared to the corresponding period in 2006 .",oper profit net sale ninemonth period increas respect compar correspond period
positive,"Both operating profit and net sales for the six-month period increased , respectively , from EUR13 .8 m and EUR143 .6 m , as compared to the corresponding period in 2007 .",oper profit net sale sixmonth period increas respect eur eur compar correspond period
positive,"Both operating profit and net sales for the six-month period increased , respectively from EUR0 .4 m and EUR3 .2 m , as compared to the corresponding period in 2005 .",oper profit net sale sixmonth period increas respect eur eur compar correspond period
positive,"Both operating profit and net sales for the six-month period increased , respectively from EUR18 .1 m and EUR127 .6 m , as compared to the corresponding period in 2006 .",oper profit net sale sixmonth period increas respect eur eur compar correspond period
positive,"Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005 .",oper profit net sale sixmonth period increas respect eur eur compar correspond period
positive,"Both operating profit and net sales for the three-month period increased , respectively from EUR15 .1 m and EUR131 .5 m , as compared to the corresponding period in 2005 .",oper profit net sale threemonth period increas respect eur eur compar correspond period
positive,"Both operating profit and net sales for the three-month period increased , respectively from EUR16 .0 m and EUR139m , as compared to the corresponding quarter in 2006 .",oper profit net sale threemonth period increas respect eur eurm compar correspond quarter
positive,"Both operating profit and sales for the three-month period increased , respectively from EUR0 .3 m and EUR13 .1 m , as compared to the corresponding period in 2005 .",oper profit sale threemonth period increas respect eur eur compar correspond period
positive,"Both operating profit and turnover for the nine-month period increased , respectively from EUR2 .4 m and EUR43 .8 m , as compared to the corresponding period a year ago .",oper profit turnov ninemonth period increas respect eur eur compar correspond period year ago
positive,"Both operating profit and turnover for the six-month period increased , respectively , from EUR17 .6 m and EUR1149 .9 m , as compared to the corresponding period in 2007 .",oper profit turnov sixmonth period increas respect eur eur compar correspond period
positive,"Both operating profit and turnover for the six-month period increased , respectively from EUR0 .1 m and EUR29 .0 m , as compared to the corresponding period a year ago .",oper profit turnov sixmonth period increas respect eur eur compar correspond period year ago
positive,Cargo volume grew by 7 % .,cargo volum grew
positive,Cargo volume increased by approximately 5 % .,cargo volum increas approxim
positive,"comparable operating profit totaled EUR 854mn , up from EUR 730mn in 2004 .",compar oper profit total eur mn eur mn
positive,"Digia said its consolidated net sales for January-June 2010 were EUR67 .8 m , up 9.7 % on the same period in 2009 ( EUR61 .9 m ) .",digia said consolid net sale januaryjun eur period eur
positive,Diluted earnings per share ( EPS ) rose to EUR 0.29 from EUR 0.05 .,dilut earn per share ep rose eur eur
positive,Diluted earnings per share ( EPS ) rose to EUR 0.52 versus EUR 0.09 .,dilut earn per share ep rose eur versus eur
positive,Diluted earnings per share ( EPS ) rose to EUR 1.05 from EUR 0.64 .,dilut earn per share ep rose eur eur
positive,Diluted earnings per share ( EPS ) rose to EUR 3.68 from EUR 0.50 .,dilut earn per share ep rose eur eur
positive,Diluted EPS rose to EUR3 .68 from EUR0 .50 .,dilut ep rose eur eur
