label,text,cleaned_text,topic,topic_name
positive,Operating profit rose to EUR 5mn from EUR 2.8 mn in the fourth quarter of 2008 .,operating profit rose CUR 5mn CUR NUM mn fourth quarter NUM,32,mn
positive,"Operating profit was EUR 24.5 mn , up from EUR 23.0 mn .",operating profit CUR NUM mn CUR NUM mn,9,mn
positive,"Ramirent 's net sales in the second quarterended June 30 were EURO 128.7 million about U.S. $ 163 million , a 3.3-percent increase compared with EURO 124.6 million for thesecond quarter last year .",ramirent net sale second quarterended june NUM CUR NUM million u CUR NUM million NUMpercent increase compared CUR NUM million thesecond quarter last year,17,sales
positive,"Revenue grew by 2 percent to  x20ac 580 million $ 743 million , from  x20ac 569 million .",revenue grew NUM percent x 20ac NUM million CUR NUM million x 20ac NUM million,13,million
positive,Ruukki announced that it has signed an agreement with Aker Solutions of Norway to supply 24 suction anchors in September 2010 from its Kalajoki unit in Finland .,ruukki announced signed agreement aker solution norway supply NUM suction anchor september NUM kalajoki unit finland,20,ruukki
positive,"Ruukki 's delivery volumes and selling prices showed favourable development and the company 's comparable net sales grew by 50 % year-on-year to EUR647m , CEO Sakari Tamminen said .",ruukki delivery volume selling price showed favourable development company comparable net sale grew NUM_PERCENT yearonyear CUR 647m ceo sakari tamminen said,20,ruukki
positive,Sanoma Magazines ' net sales are estimated to grow in 2006 .,sanoma magazine net sale estimated grow NUM,-1,Outlier
positive,The bank forecasts Finland 's GDP will grow by 2 % in 2010 and in 2011 .,bank forecast finland gdp grow NUM_PERCENT NUM NUM,-1,Outlier
positive,"The circuit 's overall production rate on a weekly basis is now in excess of an average of 40,000 tonnes per day , with volumes in excess of 50,000 tonnes per day being reached on individual days .",circuit overall production rate weekly basis excess average NUM tonne per day volume excess NUM tonne per day reached individual day,6,paper
positive,"The company 's consolidated operating profit amounted to EUR 15.86 mn , up from EUR 4.14 mn year-on-year .",company consolidated operating profit amounted CUR NUM mn CUR NUM mn yearonyear,9,mn
positive,The Department Store Division reported an increase in sales of 4 per cent .,department store division reported increase sale NUM per cent,25,decreased
positive,The fair value of the company 's investment properties grew to EUR 2.803 billion at the end of March 2009 from EUR 2.691 million a year ago .,fair value company investment property grew CUR NUM billion end march NUM CUR NUM million year ago,95,fair
positive,"The last quarter was the best quarter of 2009 in net sales , and the operating margin rose to 12.2 % .",last quarter best quarter NUM net sale operating margin rose NUM_PERCENT,7,sales
positive,"The major breweries increased their domestic beer sales by 4.5 per cent last year , to 256.88 million litres from 245.92 million litres in 2004 .",major brewery increased domestic beer sale NUM per cent last year NUM million litre NUM million litre NUM,64,beer
positive,"The transaction doubles Tecnomens workforse , and adds a fourth to their net sales .",transaction double tecnomens workforse add fourth net sale,60,charging
positive,- Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million .,operating profit rose NUM_PERCENT CUR NUM NUM million,-1,Outlier
positive,"`` After this purchase , Cramo will become the second largest rental services provider in the Latvian market .",purchase cramo become second largest rental service provider latvian market,84,cramo
positive,"`` The priority for 2009 was to strengthen the company 's balance sheet and increase cash flow , '' CEO Hannu Krook said .",priority NUM strengthen company balance sheet increase cash flow ceo hannu krook said,-1,Outlier
positive,`` The purchase of the operations is part of YIT 's strategy to expand its offering of building system services geographically . '',purchase operation part yit strategy expand offering building system service geographically,52,yit
positive,21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier .,NUM october NUM finnish fishing tackle company rapala vmc corp hel rap 1v said today net profit rose CUR NUM NUM first nine month NUM CUR NUM NUM period year earlier,77,rapala
neutral,"A structures BIM ( building information modeling ) software from Tekla , a model-based software provider , has been adopted for the construction management and delivery of a university project in Abu Dhabi .",structure bim building information modeling software tekla modelbased software provider adopted construction management delivery university project abu dhabi,78,tekla
positive,"According to Finnish Metso Minerals , the value of the company 's orders has gone up to EUR 1.9 bn in 12 months .",according finnish metso mineral value company order gone CUR NUM bn NUM month,-1,Outlier
positive,Finnish Aldata Solution has signed a contract of supply its G.O.L.D. system to two French retail chains .,finnish aldata solution signed contract supply gold system two french retail chain,14,aldata
positive,Finnish Bank of +_land reports its operating profit rose to EUR 21.3 mn in the second quarter of 2009 from EUR 6.1 mn in the corresponding period in 2008 .,finnish bank _land report operating profit rose CUR NUM mn second quarter NUM CUR NUM mn corresponding period NUM,-1,Outlier
positive,Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008 .,finnish financial group aktia operating profit NUM increased CUR NUM mn CUR NUM mn NUM,32,mn
positive,Finnish forest machinery manufacturer Ponsse 's net sales grew to EUR 51.3 mn in the first quarter of 2010 from EUR 37.5 mn in the corresponding period in 2009 .,finnish forest machinery manufacturer ponsse net sale grew CUR NUM mn first quarter NUM CUR NUM mn corresponding period NUM,18,enso
positive,Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % .,finnish kci konecranes raised net sale growth estimate NUM NUM_PERCENT NUM_PERCENT,97,kesko
positive,Finnish Okmetic that manufactures and processes silicon wafers for the semiconductor and sensor industries and Norwegian solar wafer company NorSun have signed a contract under which Okmetic will supply NorSun mono silicon crystals for use in solar cell manufacturing .,finnish okmetic manufacture process silicon wafer semiconductor sensor industry norwegian solar wafer company norsun signed contract okmetic supply norsun mono silicon crystal use solar cell manufacturing,-1,Outlier
positive,Finnish pharmaceuticals company Orion 's net sales rose to EUR 190mn in the first quarter of 2009 from EUR 180mn in the first quarter of 2008 .,finnish pharmaceutical company orion net sale rose CUR 190mn first quarter NUM CUR 180mn first quarter NUM,-1,Outlier
positive,"Finnish Ponsse has signed an agreement with Babcock Africa for the distribution and support of Ponsse forest machines , harvester heads , and information systems in South Africa .",finnish ponsse signed agreement babcock africa distribution support ponsse forest machine harvester head information system south africa,18,enso
positive,South African Sappi will become the largest foreign forest industry company operating in Finland as a result of the acquisition Finnish M-real Corporation 's Graphic Papers Business unit .,south african sappi become largest foreign forest industry company operating finland result acquisition finnish mreal corporation graphic paper business unit,-1,Outlier
positive,According to Deputy MD Pekka Silvennoinen the aim is double turnover over the next three years .,according deputy md pekka silvennoinen aim double turnover next three year,-1,Outlier
positive,"According to HKScan Finland , the plan is to increase J+Ærvi-Suomen Portti 's net sales to EUR 80mn to EUR 100mn .",according hkscan finland plan increase jærvisuomen portti net sale CUR 80mn CUR 100mn,-1,Outlier
positive,"Advertising and circulation revenues grew by 3.4 % and by 0.4 % , respectively .",advertising circulation revenue grew NUM_PERCENT NUM_PERCENT respectively,13,million
positive,"After the takeover , Cramo will become the second largest rental services provider in the Latvian market .",takeover cramo become second largest rental service provider latvian market,84,cramo
positive,"Again , the most significant sales increase of 18.6 % was in Russia .",significant sale increase NUM_PERCENT russia,-1,Outlier
positive,Alma Media expects its net sales to increase as forecast previously .,alma medium expects net sale increase forecast previously,34,alma
positive,Also Lemmink+Æinen 's profit for accounting period went up to EUR 3.1 mn from EUR -24.5 mn a year ago .,also lemminkæinen profit accounting period went CUR NUM mn CUR NUM mn year ago,9,mn
positive,"At the end of March 2007 , the group 's order book was at EUR 39.6 mn , up 42 % from the corresponding period in 2006 .",end march NUM group order book CUR NUM mn NUM_PERCENT corresponding period NUM,-1,Outlier
